reset,address,consumption,gym,timestamp,multiStepPredictions.actual,multiStepPredictions.1,multiStepPredictions.5,multiStepBestPredictions.actual,multiStepBestPredictions.1,multiStepBestPredictions.5,multiStepBestPredictions:multiStep:errorMetric='aae':steps=1:window=1000:field=consumption,prediction:trivial:errorMetric='aae':steps=5:window=1000:field=consumption,multiStepBestPredictions:multiStep:errorMetric='aae':steps=5:window=1000:field=consumption,prediction:trivial:errorMetric='aae':steps=1:window=1000:field=consumption
0,Shop 67 197-215 Condamine Street Balgowlah 2093,36.9,Balgowlah Platinum,2010-08-10 08:00:00,36.9,{41.271461496750845: 0.051303739710939746	 45.46714228303797: 0.053494224207995704	 40.926124949357884: 0.047625681739381615	 43.222362034965755: 0.049605746704707875	 44.870452507267615: 0.077509061127550405	 41.8425518423593: 0.051145919653659389	 43.55945654465709: 0.083052945179964796	 45.318402061665964: 0.057741684676334441},{4.699934167835996: 0.049537227488689578	 40.926124949357884: 0.059024234847779307	 43.222362034965755: 0.055258871147913668	 46.56369260337309: 0.03219951225382519	 44.870452507267615: 0.053280486236546493	 41.8425518423593: 0.043784328258184596	 43.55945654465709: 0.07735685194907399	 5.143196556226246: 0.10479517892823555},36.9,43.5594565447,5.14319655623,5.40912853354,15.8862765957,11.8459342286,5.88358050847
0,Shop 67 197-215 Condamine Street Balgowlah 2093,42.9,Balgowlah Platinum,2010-08-10 09:00:00,42.9,{41.271461496750845: 0.049640291871867935	 45.46714228303797: 0.055178569293615434	 43.222362034965755: 0.05157278151688735	 44.870452507267615: 0.079197805900205101	 41.8425518423593: 0.048884778076780912	 43.55945654465709: 0.0759327092426023	 45.318402061665964: 0.048577712042637312	 46.507024625303: 0.046741692932183131},{4.699934167835996: 0.063630977608769124	 45.04516995999999: 0.046834895817824261	 45.46714228303797: 0.10053195296530412	 5.040237589358371: 0.083924564164094356	 43.222362034965755: 0.043794001384694553	 46.56369260337309: 0.07484111114977697	 44.870452507267615: 0.080600463198354177	 46.507024625303: 0.043247734002134358},42.9,44.8704525073,45.467142283,5.40548972293,15.9098831031,11.8360736633,5.8837037037
0,Shop 67 197-215 Condamine Street Balgowlah 2093,45.5,Balgowlah Platinum,2010-08-10 10:00:00,45.5,{41.271461496750845: 0.046337842181222687	 45.46714228303797: 0.050636920050394309	 43.222362034965755: 0.044541160081633877	 44.870452507267615: 0.067589632157672025	 44.971450467299505: 0.044548498137451174	 43.55945654465709: 0.082847085772389625	 45.318402061665964: 0.055946823763661675	 40.94828746455052: 0.043455974415592985},{45.46714228303797: 0.055643611312490071	 4.699934167835996: 0.084484386126091424	 43.222362034965755: 0.055360852833852649	 46.56369260337309: 0.038453211046959763	 44.870452507267615: 0.051380146917556026	 4.96816631255086: 0.09346878448234977	 43.55945654465709: 0.042891799348728582	 44.08671658972286: 0.049089901104213164},45.5,43.5594565447,4.96816631255,5.40182698904,15.922611465,11.8665362536,5.88023255814
0,Shop 67 197-215 Condamine Street Balgowlah 2093,40.4,Balgowlah Platinum,2010-08-10 11:00:00,40.4,{41.271461496750845: 0.054136818051968121	 45.46714228303797: 0.04689459363904537	 40.94828746455052: 0.050300934528391773	 44.870452507267615: 0.069303153049329755	 42.9942966857551: 0.044899130749417579	 43.55945654465709: 0.072448875412293182	 45.318402061665964: 0.058621812484947744	 46.507024625303: 0.059538479094147979},{41.271461496750845: 0.038151872225962107	 40.926124949357884: 0.04013348968139864	 44.870452507267615: 0.044440338359580646	 41.8425518423593: 0.037898576315868446	 4.96816631255086: 0.11750532535246573	 43.55945654465709: 0.066343522468698013	 45.318402061665964: 0.036122836334130146	 44.971450467299505: 0.037067779835011097},40.4,43.5594565447,4.96816631255,5.39945912162,15.9076352068,11.8915259646,5.87940865892
0,Shop 67 197-215 Condamine Street Balgowlah 2093,41.2,Balgowlah Platinum,2010-08-10 12:00:00,41.2,{41.271461496750845: 0.04644432482581317	 42.15978628965151: 0.046626227781791242	 45.46714228303797: 0.047829299077146434	 43.222362034965755: 0.044857307239223869	 44.870452507267615: 0.071708754398024876	 43.55945654465709: 0.084979136809680944	 45.318402061665964: 0.056483063311559355	 45.13001532710965: 0.050450498092397503},{41.271461496750845: 0.045644091469906042	 43.222362034965755: 0.048617259338616416	 44.870452507267615: 0.059847513034882192	 41.8425518423593: 0.045970253846788545	 4.96816631255086: 0.077981677389682438	 43.55945654465709: 0.074261080689607364	 45.318402061665964: 0.041555357248388471	 44.971450467299505: 0.038018848313351859},41.2,43.5594565447,4.96816631255,5.39625236785,15.8909957627,11.9173101888,5.87405063291
0,Shop 67 197-215 Condamine Street Balgowlah 2093,39.9,Balgowlah Platinum,2010-08-10 13:00:00,39.9,{41.271461496750845: 0.058747075120438717	 42.15978628965151: 0.061477899847341914	 45.46714228303797: 0.046091714673736982	 43.222362034965755: 0.057346771854073518	 44.870452507267615: 0.084447417659880397	 43.55945654465709: 0.086640910751931755	 45.318402061665964: 0.042598502904819882	 45.13001532710965: 0.042069191134821},{41.271461496750845: 0.050448176078510945	 43.222362034965755: 0.048047352486021239	 44.870452507267615: 0.065839134268744118	 41.8425518423593: 0.047853162993564534	 4.96816631255086: 0.086946485200264684	 43.55945654465709: 0.071247213754705011	 45.318402061665964: 0.040528134977385472	 44.971450467299505: 0.03943548009262441},39.9,43.5594565447,4.96816631255,5.39442223526,15.8773544974,11.941664182,5.86923076923
0,Shop 67 197-215 Condamine Street Balgowlah 2093,37.5,Balgowlah Platinum,2010-08-10 14:00:00,37.5,{41.271461496750845: 0.050391346993506017	 42.15978628965151: 0.055060385032708437	 45.46714228303797: 0.04654606331260857	 43.222362034965755: 0.057400047254979825	 44.870452507267615: 0.082684319446407833	 43.55945654465709: 0.10370989261346356	 45.318402061665964: 0.05280131648411375	 45.13001532710965: 0.044967238172499133},{41.271461496750845: 0.045942477581672851	 43.222362034965755: 0.044649519140398324	 44.870452507267615: 0.065183490893743784	 41.8425518423593: 0.039372454764000378	 4.96816631255086: 0.092169379743768529	 43.55945654465709: 0.077456848855137206	 45.318402061665964: 0.036572390016949667	 44.971450467299505: 0.037429060609768909},37.5,43.5594565447,4.96816631255,5.39512227138,15.8662790698,11.9634296888,5.86557894737
0,Shop 67 197-215 Condamine Street Balgowlah 2093,39.8,Balgowlah Platinum,2010-08-10 15:00:00,39.8,{41.271461496750845: 0.053938810204458967	 42.15978628965151: 0.063263592263624588	 41.02380122518536: 0.041301373117003021	 43.222362034965755: 0.05782502675245349	 44.870452507267615: 0.080776968721958525	 4.96816631255086: 0.041562283917343491	 43.55945654465709: 0.087915586724081743	 45.318402061665964: 0.043883704877462008},{41.271461496750845: 0.046790119540081124	 42.15978628965151: 0.061040201366506099	 43.222362034965755: 0.06468840382394711	 44.870452507267615: 0.060239906086402284	 44.971450467299505: 0.029003635664282386	 4.96816631255086: 0.069763447972579454	 43.55945654465709: 0.077419036993524884	 45.318402061665964: 0.034291114151720259},39.8,43.5594565447,43.5594565447,5.39340232844,15.8555438226,11.9547665704,5.861829653
0,Shop 67 197-215 Condamine Street Balgowlah 2093,38.9,Balgowlah Platinum,2010-08-10 16:00:00,38.9,{41.271461496750845: 0.051572385878125272	 42.15978628965151: 0.058088657245504126	 45.46714228303797: 0.047361617163397381	 41.02380122518536: 0.041977183463993706	 43.222362034965755: 0.055589301827948946	 44.870452507267615: 0.081369473810733228	 43.55945654465709: 0.090975937684263791	 45.318402061665964: 0.048721844518859199},{41.271461496750845: 0.048307568884519703	 42.15978628965151: 0.041093795779505303	 43.222362034965755: 0.048075095705129751	 44.870452507267615: 0.067712155994150258	 4.96816631255086: 0.088710937934291148	 43.55945654465709: 0.076871979952556124	 45.318402061665964: 0.038122740727054058	 45.13001532710965: 0.033507974980921111},38.9,43.5594565447,4.96816631255,5.39263137699,15.8404008439,11.9779491307,5.85661764706
0,Shop 67 197-215 Condamine Street Balgowlah 2093,39.0,Balgowlah Platinum,2010-08-10 17:00:00,39.0,{41.271461496750845: 0.053123056925907512	 42.15978628965151: 0.06253589409094655	 45.46714228303797: 0.045569754337480409	 39.66786220927666: 0.047109457341530277	 41.02380122518536: 0.046536242376654477	 43.222362034965755: 0.051087204824776716	 44.870452507267615: 0.075551276789528096	 43.55945654465709: 0.090019946500870016},{41.271461496750845: 0.046859352073159895	 42.15978628965151: 0.036523922586729637	 45.46714228303797: 0.042362288358065971	 40.94828746455052: 0.033921625552184614	 44.870452507267615: 0.076338828463566946	 4.96816631255086: 0.076037453907053312	 43.55945654465709: 0.064247521097207827	 45.13001532710965: 0.04963959692538681},39.0,43.5594565447,44.8704525073,5.39175711169,15.8260273973,11.9715134124,5.85057712487
0,Shop 67 197-215 Condamine Street Balgowlah 2093,43.9,Balgowlah Platinum,2010-08-10 18:00:00,43.9,{41.271461496750845: 0.046938393076310946	 42.15978628965151: 0.05142928688296089	 45.46714228303797: 0.046240816756222748	 43.222362034965755: 0.045390990126214538	 44.870452507267615: 0.074054490440127019	 43.55945654465709: 0.085138152760919988	 45.318402061665964: 0.053397386529357632	 45.13001532710965: 0.041932246778742237},{41.271461496750845: 0.033828072761093383	 45.46714228303797: 0.03933014443332046	 43.222362034965755: 0.035360966087012578	 44.870452507267615: 0.063809028426689784	 4.96816631255086: 0.087554500642480756	 43.55945654465709: 0.073219397090655211	 45.318402061665964: 0.050882023040065109	 45.13001532710965: 0.054396089776761171},43.9,43.5594565447,4.96816631255,5.38646233847,15.8135789474,11.9998926969,5.84958071279
0,Shop 67 197-215 Condamine Street Balgowlah 2093,44.6,Balgowlah Platinum,2010-08-10 19:00:00,44.6,{42.15978628965151: 0.049047370695090971	 39.66786220927666: 0.050072380575368537	 41.02380122518536: 0.045839712956288636	 44.870452507267615: 0.069329351694038949	 43.55945654465709: 0.083920431290031877	 45.318402061665964: 0.048864946270654026	 46.507024625303: 0.049225166687678623	 45.13001532710965: 0.061342075787773301},{45.46714228303797: 0.03487927168466079	 41.02380122518536: 0.03403065951447156	 44.870452507267615: 0.057358501251667644	 4.96816631255086: 0.10721249122034207	 43.55945654465709: 0.060371527347960349	 45.318402061665964: 0.034043184988215201	 39.61123172753809: 0.039207887277863847	 45.13001532710965: 0.052425972571662996},44.6,43.5594565447,4.96816631255,5.38191163806,15.8044164038,12.0289483657,5.84418848168
0,Shop 67 197-215 Condamine Street Balgowlah 2093,43.0,Balgowlah Platinum,2010-08-10 20:00:00,43.0,{41.271461496750845: 0.045925735535783135	 42.15978628965151: 0.046925297116216118	 45.46714228303797: 0.04797783219535362	 41.02380122518536: 0.046135698688037463	 43.66161958125996: 0.080310030834171028	 44.870452507267615: 0.064701588012087294	 45.318402061665964: 0.05593039865667164	 45.13001532710965: 0.048941824578540682},{42.15978628965151: 0.034274818182137581	 45.46714228303797: 0.035870712276251979	 44.870452507267615: 0.051710649344038698	 4.96816631255086: 0.1055008551677807	 43.55945654465709: 0.06361528714261197	 45.318402061665964: 0.036419869670946695	 39.61123172753809: 0.040661728033583928	 45.13001532710965: 0.047236428313507696},43.0,43.6616195813,4.96816631255,5.37697409407,15.7911764706,12.0562623208,5.83974895397
0,Shop 67 197-215 Condamine Street Balgowlah 2093,32.0,Balgowlah Platinum,2010-08-10 21:00:00,32.0,{41.271461496750845: 0.04888312464878649	 42.15978628965151: 0.048411839117203682	 45.46714228303797: 0.047750143094277067	 43.66161958125996: 0.08213853228249024	 44.870452507267615: 0.066103645637288072	 45.318402061665964: 0.050164849113515285	 43.635653424476025: 0.05080656244613159	 45.13001532710965: 0.046680127487262218},{41.271461496750845: 0.038125162721092322	 39.66786220927666: 0.045134638038184224	 38.71624312270689: 0.034461168728361545	 41.02380122518536: 0.035917643167155934	 44.870452507267615: 0.061072516765027743	 4.96816631255086: 0.091841231858527869	 43.55945654465709: 0.064378732324902072	 45.13001532710965: 0.051727962691958805},32.0,43.6616195813,4.96816631255,5.38354112175,15.7818467996,12.0719764566,5.84514106583
0,Shop 67 197-215 Condamine Street Balgowlah 2093,5.2,Balgowlah Platinum,2010-08-10 22:00:00,5.2,{41.271461496750845: 0.031196096089860691	 4.699934167835996: 0.033728513400958733	 43.66161958125996: 0.060916426118726046	 42.41185040275605: 0.041578455314846934	 44.870452507267615: 0.042821804615647351	 4.96816631255086: 0.19942522000896906	 46.507024625303: 0.02809502767863619	 43.635653424476025: 0.032687088473877676},{41.271461496750845: 0.03256171525994131	 39.66786220927666: 0.035705496660717415	 43.222362034965755: 0.031906739298119449	 44.870452507267615: 0.05156079455676716	 4.96816631255086: 0.13933395619554401	 43.55945654465709: 0.060226507550854888	 45.318402061665964: 0.032889087806507372	 45.13001532710965: 0.039626314853390111},5.2,4.96816631255,4.96816631255,5.37816355658,15.8007337526,12.0595654055,5.86701461378
0,Shop 67 197-215 Condamine Street Balgowlah 2093,13.0,Balgowlah Platinum,2010-08-10 23:00:00,13.0,{8.0298: 0.035874635748182601	 23.137463715112997: 0.038533857295785789	 4.699934167835996: 0.12070677835388306	 22.969299999999997: 0.025391936120069954	 23.195353224954527: 0.086246087092002391	 9.427909999999999: 0.023142657637829547	 4.96816631255086: 0.23232664417003218	 10.7: 0.023435108085775199},{41.271461496750845: 0.039173055479245489	 42.15978628965151: 0.030989842194693779	 43.222362034965755: 0.031942255339551799	 44.870452507267615: 0.059693170663306212	 4.96816631255086: 0.10525967219944943	 43.55945654465709: 0.066190373576777026	 45.318402061665964: 0.032534061792714987	 45.13001532710965: 0.034316314677272738},13.0,4.96816631255,4.96816631255,5.38093067872,15.8165445026,12.0553478853,5.86903023983
0,Shop 67 197-215 Condamine Street Balgowlah 2093,22.5,Balgowlah Platinum,2010-08-11 00:00:00,22.5,{9.113533999999998: 0.03218661431725163	 5.037716418785601: 0.14856534443028485	 23.137463715112997: 0.043519748996194908	 4.699934167835996: 0.14480247444259137	 23.195353224954527: 0.11623110012270946	 18.729522999999997: 0.04850204950497617	 22.081542859909995: 0.055123800648302336	 21.966409119999998: 0.038040265537162936},{41.271461496750845: 0.036337630377886912	 42.15978628965151: 0.038205414095246894	 39.66786220927666: 0.030662108182217148	 43.66161958125996: 0.067517680367156177	 43.222362034965755: 0.039493267162474671	 44.870452507267615: 0.049830874416608002	 4.96816631255086: 0.10220164233126409	 45.318402061665964: 0.030270901511594606},22.5,5.03771641879,4.96816631255,5.39351542132,15.8231171548,12.061076427,5.8728125
0,Shop 67 197-215 Condamine Street Balgowlah 2093,13.5,Balgowlah Platinum,2010-08-11 01:00:00,13.5,{20.067742999999997: 0.037780027795610273	 5.037716418785601: 0.19845349469648341	 4.699934167835996: 0.12112319464617168	 23.195353224954527: 0.040920774775701503	 22.969299999999997: 0.034751662949809324	 44.870452507267615: 0.032772861264749403	 22.081542859909995: 0.026334572118005641	 43.66161958125996: 0.031879057963909031},{41.271461496750845: 0.035872773665452357	 42.15978628965151: 0.035059146119714342	 45.46714228303797: 0.031990430223428006	 43.66161958125996: 0.064183250836613595	 44.870452507267615: 0.049279855093762467	 4.96816631255086: 0.10187737301959718	 43.635653424476025: 0.03966105861445926	 45.13001532710965: 0.035772631452869012},13.5,5.03771641879,4.96816631255,5.39670872846,15.8374085684,12.057388608,5.87606659729
0,Shop 67 197-215 Condamine Street Balgowlah 2093,4.8,Balgowlah Platinum,2010-08-11 02:00:00,4.8,{20.067742999999997: 0.035183216838383859	 14.179419799999998: 0.021107947003472228	 22.207080001936994: 0.035883115957284967	 5.037716418785601: 0.2488747948044788	 4.699934167835996: 0.15530983000625484	 23.195353224954527: 0.075595071098037328	 22.969299999999997: 0.038553943162126222	 43.66161958125996: 0.026696917031023969},{4.699934167835996: 0.04451500886006219	 41.02380122518536: 0.029722385358316367	 43.66161958125996: 0.044532632762204247	 23.195353224954527: 0.027649809069860202	 44.870452507267615: 0.03582048632000203	 4.96816631255086: 0.1967470841586087	 43.635653424476025: 0.03768259711332872	 45.13001532710965: 0.031268665849245647},4.8,5.03771641879,4.96816631255,5.39134595059,15.8492693111,12.0449781463,5.879002079
0,Shop 67 197-215 Condamine Street Balgowlah 2093,4.8,Balgowlah Platinum,2010-08-11 03:00:00,4.8,{4.699934167835996: 0.1002518792063997	 22.207080001936994: 0.036293314369693158	 5.037716418785601: 0.22063212382954134	 23.137463715112997: 0.027108555119238664	 20.067742999999997: 0.05027755741575559	 23.195353224954527: 0.080177480505934609	 22.969299999999997: 0.040599447067137771	 21.966409119999998: 0.026146631618476024},{45.46714228303797: 0.042226306556385665	 4.699934167835996: 0.12736888498574522	 43.66161958125996: 0.036077020021535108	 42.41185040275605: 0.046802932156427425	 23.195353224954527: 0.038471666945079259	 44.870452507267615: 0.044183749927879712	 4.96816631255086: 0.19041317512800632	 45.318402061665964: 0.042609902155069587},4.8,5.03771641879,4.96816631255,5.38599431037,15.8331595412,12.0325935667,5.87289719626
0,Shop 67 197-215 Condamine Street Balgowlah 2093,4.9,Balgowlah Platinum,2010-08-11 04:00:00,4.9,{14.718878999999994: 0.036445253286291349	 4.699934167835996: 0.2042002661261812	 8.0298: 0.041283054039759196	 4.96640149314992: 0.26897746639046871	 20.067742999999997: 0.078343729110614976	 23.195353224954527: 0.07689673089713818	 22.969299999999997: 0.036459016800286848	 32.31: 0.037704616718536296},{41.271461496750845: 0.033707241775391875	 5.037716418785601: 0.23264116410851199	 4.699934167835996: 0.13965906302621586	 41.02380122518536: 0.031474061707721226	 43.66161958125996: 0.042564033692998118	 44.870452507267615: 0.034349458565315821	 45.946248884069: 0.029820041496488675	 44.08671658972286: 0.028343840303982303},4.9,4.96640149315,5.03771641879,5.38047606056,15.8251041667,12.0202030697,5.86690871369
0,Shop 67 197-215 Condamine Street Balgowlah 2093,14.1,Balgowlah Platinum,2010-08-11 05:00:00,14.1,{14.718878999999994: 0.020263064723874926	 20.067742999999997: 0.046816833729344233	 14.179419799999998: 0.026149702086656738	 4.916481045204944: 0.24488684721299861	 4.699934167835996: 0.16382300334454805	 22.969299999999997: 0.040468597437242078	 23.195353224954527: 0.067142594516453283	 22.207080001936994: 0.024263101302701075},{41.271461496750845: 0.03367863588207777	 45.46714228303797: 0.042211006200027511	 5.037716418785601: 0.12094223068335699	 4.699934167835996: 0.044549274863325855	 43.66161958125996: 0.038956366859261994	 44.08671658972286: 0.044262854606760327	 44.870452507267615: 0.046845115899867007	 43.635653424476025: 0.040370505616121988},14.1,4.9164810452,5.03771641879,5.38441703765,15.8173777315,12.0171251098,5.8703626943
0,Shop 67 197-215 Condamine Street Balgowlah 2093,37.5,Balgowlah Platinum,2010-08-11 06:00:00,37.5,{20.067742999999997: 0.034024852302239394	 22.207080001936994: 0.034211711663146641	 4.91153673164346: 0.21398978964341039	 4.699934167835996: 0.13793657854097666	 22.969299999999997: 0.028184281754661374	 23.195353224954527: 0.073290503457545716	 44.870452507267615: 0.022808223754018211	 43.66161958125996: 0.027242425318837468},{41.271461496750845: 0.05353198328396714	 45.46714228303797: 0.056179077118306157	 5.037716418785601: 0.11238309428362343	 4.699934167835996: 0.074009327900688648	 43.66161958125996: 0.053666537468864281	 42.41185040275605: 0.047052155756107959	 43.635653424476025: 0.055173377258120188	 44.08671658972286: 0.049735660092367767},37.5,4.91153673164,5.03771641879,5.4125785762,15.8258835759,12.0383778733,5.88850931677
0,Shop 67 197-215 Condamine Street Balgowlah 2093,41.3,Balgowlah Platinum,2010-08-11 07:00:00,41.3,{41.271461496750845: 0.046674723841961585	 45.46714228303797: 0.047088826877036402	 43.66161958125996: 0.076842340160890102	 42.41185040275605: 0.057144970677387004	 44.870452507267615: 0.083741528585070751	 45.318402061665964: 0.049330360678029192	 46.507024625303: 0.042125041414213221	 43.635653424476025: 0.041713092167928761},{45.04516995999999: 0.036078163095179958	 45.46714228303797: 0.047385791073410309	 5.037716418785601: 0.16465529064501008	 4.699934167835996: 0.076696996497429809	 43.635653424476025: 0.049624496594243075	 46.56369260337309: 0.035371504244313436	 44.870452507267615: 0.04270663175852988	 44.08671658972286: 0.036995588135804315},41.3,44.8704525073,5.03771641879,5.41067358543,15.8473520249,12.0635325002,5.88634953464
0,Shop 67 197-215 Condamine Street Balgowlah 2093,36.2,Balgowlah Platinum,2010-08-11 08:00:00,36.2,{41.271461496750845: 0.051828704132509687	 45.46714228303797: 0.047070682099889363	 41.02380122518536: 0.046653613590967105	 43.66161958125996: 0.081915700592649257	 42.41185040275605: 0.060227612402692296	 44.870452507267615: 0.095029650182228587	 45.318402061665964: 0.055259098092574531	 43.635653424476025: 0.052052718529725352},{4.96640149314992: 0.049088762469431474	 4.699934167835996: 0.073186338657312416	 41.02380122518536: 0.045681309632617885	 43.66161958125996: 0.071078745490195189	 42.41185040275605: 0.055623376039001547	 44.870452507267615: 0.088288590855203769	 43.635653424476025: 0.13867727614075359	 38.839959130126374: 0.06753046457839669},36.2,44.8704525073,43.6356534245,5.41404112564,15.8634854772,12.0587317957,5.88553719008
0,Shop 67 197-215 Condamine Street Balgowlah 2093,40.7,Balgowlah Platinum,2010-08-11 09:00:00,40.7,{41.271461496750845: 0.048014246471175817	 45.46714228303797: 0.050960065876816431	 4.91153673164346: 0.054650672994295532	 43.66161958125996: 0.072079147739265145	 42.41185040275605: 0.056092352228705719	 44.870452507267615: 0.080126942550381733	 45.318402061665964: 0.046857518119133662	 43.635653424476025: 0.04409052986783623},{45.46714228303797: 0.045087542795506065	 4.916481045204944: 0.11831078214434224	 4.699934167835996: 0.053849592296878641	 43.66161958125996: 0.062479082669977433	 43.635653424476025: 0.066868457327107472	 44.870452507267615: 0.052355912830511789	 46.507024625303: 0.038312390535701867	 44.08671658972286: 0.046628827464275019},40.7,44.8704525073,4.9164810452,5.41275775245,15.8841450777,12.0833170674,5.88410732714
0,Shop 67 197-215 Condamine Street Balgowlah 2093,42.1,Balgowlah Platinum,2010-08-11 10:00:00,42.1,{41.271461496750845: 0.047042821885307021	 45.46714228303797: 0.048515486910735678	 43.66161958125996: 0.071070826311723234	 42.41185040275605: 0.045914418405852003	 44.870452507267615: 0.073651287116077283	 45.318402061665964: 0.050357505359366617	 43.635653424476025: 0.041410035320096364	 45.13001532710965: 0.045439278456421282},{41.271461496750845: 0.044625323853683674	 45.46714228303797: 0.047846638597363468	 4.91153673164346: 0.12428617357893286	 4.699934167835996: 0.074402978979851167	 43.66161958125996: 0.040337048034146027	 43.635653424476025: 0.057454701176902205	 44.870452507267615: 0.052082948141593359	 44.08671658972286: 0.039075145673913139},42.1,44.8704525073,4.91153673164,5.41003372643,15.8966873706,12.1093058316,5.87948453608
0,Shop 67 197-215 Condamine Street Balgowlah 2093,43.3,Balgowlah Platinum,2010-08-11 11:00:00,43.3,{41.271461496750845: 0.053804438786054606	 45.46714228303797: 0.046267980692371584	 43.66161958125996: 0.073586508894207883	 42.41185040275605: 0.04535978984516869	 40.984662600340826: 0.050374407437942983	 44.870452507267615: 0.078882093588180754	 45.318402061665964: 0.053291765582690963	 46.507024625303: 0.046457427178620753},{41.271461496750845: 0.046711941810132745	 4.91153673164346: 0.091784968978829179	 43.66161958125996: 0.065171933372135935	 42.41185040275605: 0.03995607972074243	 44.870452507267615: 0.066549562905476395	 45.318402061665964: 0.03697156061240451	 43.635653424476025: 0.040728339291231451	 45.13001532710965: 0.03425772246637232},43.3,44.8704525073,4.91153673164,5.40607947182,15.886246122,12.1364817958,5.87466529351
0,Shop 67 197-215 Condamine Street Balgowlah 2093,39.8,Balgowlah Platinum,2010-08-11 12:00:00,39.8,{41.271461496750845: 0.048662465456825961	 45.46714228303797: 0.04523391473502561	 43.66161958125996: 0.075796579649688514	 42.41185040275605: 0.046244311523411262	 40.984662600340826: 0.050559957895136461	 44.870452507267615: 0.081307744502178703	 45.318402061665964: 0.052178063642895872	 45.13001532710965: 0.047995500008371245},{41.271461496750845: 0.047244067534994987	 39.66786220927666: 0.040650196994229441	 4.91153673164346: 0.074232708564935565	 43.66161958125996: 0.068459359859228713	 42.41185040275605: 0.047625269755800538	 44.870452507267615: 0.074973869101544188	 45.318402061665964: 0.042883976383929184	 43.635653424476025: 0.048190366862485581},39.8,44.8704525073,44.8704525073,5.40573417659,15.8713842975,12.1291821788,5.87222222222
0,Shop 67 197-215 Condamine Street Balgowlah 2093,40.0,Balgowlah Platinum,2010-08-11 13:00:00,40.0,{41.271461496750845: 0.063987493596699682	 42.67829528192924: 0.058637003822016621	 45.46714228303797: 0.042577057712780281	 43.66161958125996: 0.071655091877126473	 40.984662600340826: 0.043791648727694227	 44.870452507267615: 0.092768027523132762	 45.318402061665964: 0.042740142517107657	 43.635653424476025: 0.050642899724977881},{41.271461496750845: 0.047542709328622958	 39.66786220927666: 0.041673465868093611	 4.91153673164346: 0.093027872973680897	 43.66161958125996: 0.072158900744035456	 42.41185040275605: 0.045962318595645549	 44.870452507267615: 0.070091764143609819	 45.318402061665964: 0.039995394627209926	 43.635653424476025: 0.048442027061729613},40.0,44.8704525073,4.91153673164,5.40518404127,15.8589267286,12.1528759673,5.86639260021
0,Shop 67 197-215 Condamine Street Balgowlah 2093,42.2,Balgowlah Platinum,2010-08-11 14:00:00,42.2,{41.271461496750845: 0.061629907751509345	 42.67829528192924: 0.055747473756272245	 45.46714228303797: 0.042465623212664554	 43.66161958125996: 0.092654798614029144	 40.984662600340826: 0.04310774353575534	 44.870452507267615: 0.099203573826113972	 45.318402061665964: 0.047574089326664258	 43.635653424476025: 0.049394348021303387},{41.271461496750845: 0.049544358526918457	 39.66786220927666: 0.033986443197435622	 4.91153673164346: 0.079632860521013496	 43.66161958125996: 0.078881507498990283	 42.41185040275605: 0.04227428293870765	 44.870452507267615: 0.093712372754390649	 45.318402061665964: 0.041015579386415528	 43.635653424476025: 0.044505412360020161},42.2,44.8704525073,44.8704525073,5.40237630869,15.8441237113,12.1431002731,5.86262833676
0,Shop 67 197-215 Condamine Street Balgowlah 2093,43.1,Balgowlah Platinum,2010-08-11 15:00:00,43.1,{41.271461496750845: 0.060754234312213329	 42.67829528192924: 0.058610302281477587	 45.46714228303797: 0.040060588971018128	 43.66161958125996: 0.081132669069283431	 40.984662600340826: 0.041016498644161334	 44.870452507267615: 0.098998636833979095	 45.318402061665964: 0.04599175217561708	 43.635653424476025: 0.051000468445070772},{41.271461496750845: 0.054279980923702682	 39.66786220927666: 0.038220225962471571	 4.91153673164346: 0.071929032746801611	 43.66161958125996: 0.073987126675352774	 42.41185040275605: 0.050635586449130382	 44.870452507267615: 0.086526692022035737	 45.318402061665964: 0.036873410589044059	 43.635653424476025: 0.047411350920106281},43.1,44.8704525073,44.8704525073,5.39865125864,15.8288362513,12.1324178346,5.85753846154
0,Shop 67 197-215 Condamine Street Balgowlah 2093,39.1,Balgowlah Platinum,2010-08-11 16:00:00,39.1,{41.271461496750845: 0.062640624011428725	 42.67829528192924: 0.056055589508875472	 39.70750354649366: 0.042224098319040386	 43.66161958125996: 0.086166164320671618	 40.984662600340826: 0.042548996636918815	 44.870452507267615: 0.099624405842350577	 45.318402061665964: 0.046050587506409793	 43.635653424476025: 0.049214458187944093},{41.271461496750845: 0.056999836879988372	 39.66786220927666: 0.037785570909604882	 4.91153673164346: 0.078077650630612727	 43.66161958125996: 0.07970252793007708	 42.41185040275605: 0.040963865810620774	 44.870452507267615: 0.089012334492919995	 45.318402061665964: 0.037240829465915136	 43.635653424476025: 0.046991203865613076},39.1,44.8704525073,44.8704525073,5.39903220254,15.816872428,12.1258726028,5.8556352459
